"AB106","AB107","AB108","AB109","AB110","AB111","AB112","AB113","AB114","AB115","AB116","AB117","AB118","AB119"
"U","G","C","B","G","U","H","A","B","C","C","N","C","U"
"U","G","G","B","G","G","H","F","B","G","B","G","C","G"
"U","G","C","B","G","G","H","A","A","C","C","C","C","G"
"U","G","G","B","G","U","A","A","A","B","B","H","C","U"
"U","G","C","B","C","G","H","H","H","G","B","C","C","C"
"U","F","C","B","C","G","G","H","B","F","C","F","C","G"
"B","G","C","B","G","U","H","H","B","B","C","G","C","C"
"U","F","C","U","G","U","A","U","B","C","B","N","C","U"
"U","G","G","B","G","G","G","H","B","C","C","G","C","U"
"B","G","C","B","G","G","A","C","B","F","C","C","G","C"
"B","G","C","B","G","G","H","H","B","B","B","H","G","H"
"U","G","G","B","G","G","G","A","U","C","C","H","G","C"
"U","G","C","C","G","G","B","H","B","C","C","H","C","C"
"U","G","G","B","C","G","G","F","B","C","B","F","C","C"
"C","G","G","A","G","G","G","H","C","C","C","F","G","G"
"U","F","G","B","G","U","C","F","G","G","B","C","G","U"
"B","G","C","B","G","G","A","G","B","B","C","H","C","B"
"U","G","G","B","G","G","B","H","B","G","C","F","G","H"
"U","G","G","B","G","G","A","A","G","G","C","H","C","C"
"B","F","G","B","G","G","A","G","B","F","B","F","C","C"
"C","G","G","B","G","G","H","F","A","C","C","G","C","C"
"B","F","G","B","G","G","H","H","B","F","C","G","C","C"
"U","G","G","B","G","G","B","A","B","G","B","H","C","U"
"B","F","G","B","G","G","H","H","B","G","B","C","G","G"
"B","G","C","B","G","G","A","C","B","B","B","F","C","C"
"C","G","G","B","G","G","B","G","G","C","C","F","C","H"
"B","G","G","F","G","G","H","G","B","F","C","C","G","C"
"U","F","G","U","C","U","A","U","B","F","B","N","G","C"
"U","G","C","B","G","U","U","A","U","B","C","N","C","H"
"B","G","G","C","G","G","A","G","B","G","C","G","C","U"
"U","F","C","G","G","G","H","G","B","F","B","H","C","C"
"U","F","C","C","C","G","G","F","F","C","C","G","C","H"
"G","G","C","G","C","U","A","G","B","C","C","G","C","U"
"B","G","C","B","G","G","H","A","B","F","C","G","G","C"
"B","G","C","B","G","G","A","G","B","F","C","G","G","C"
"U","F","G","B","G","G","A","C","B","G","B","H","C","C"
"U","G","G","B","G","G","B","H","B","F","B","H","C","C"
"U","G","G","A","G","U","U","H","B","B","B","F","C","C"
"U","G","G","B","G","G","H","G","H","B","B","F","C","C"
"B","G","G","B","G","G","B","G","B","G","C","G","C","C"
"U","G","C","B","C","G","G","H","B","G","B","H","G","C"
"U","F","G","B","G","G","G","F","B","B","B","H","C","G"
"U","G","G","F","G","G","H","G","B","G","C","G","C","G"
"B","G","C","G","G","G","H","G","B","C","C","G","C","C"
"U","G","G","B","G","G","A","A","B","B","C","G","C","G"
"B","G","G","B","G","G","A","G","B","B","C","C","G","G"
"U","G","C","B","G","G","C","G","B","C","B","F","C","C"
"A","G","G","B","C","G","G","H","B","G","B","H","G","C"
"B","G","G","G","G","G","A","G","B","C","C","F","C","C"
"G","G","G","B","G","G","A","G","B","C","C","G","C","G"
"U","G","G","B","G","U","U","F","A","B","B","F","C","C"
"U","F","C","B","G","G","A","A","B","G","B","N","C","H"
"B","G","C","B","G","G","A","F","B","B","C","G","C","C"
"U","G","G","B","G","G","G","F","B","B","C","G","C","C"
"B","G","G","B","G","G","G","F","G","G","C","F","C","G"
"U","G","C","B","C","G","H","F","B","F","B","H","C","B"
"U","C","G","C","G","G","H","H","B","G","B","F","C","C"
"U","F","G","B","G","G","G","F","B","G","B","F","C","B"
"A","G","G","B","G","G","G","A","A","C","C","G","C","G"
"B","F","G","B","G","G","H","A","B","G","C","G","C","G"
"U","U","U","U","G","U","U","U","U","G","B","N","G","U"
"U","G","G","B","G","G","A","A","B","F","C","G","C","C"
"U","G","C","B","C","G","H","F","B","G","B","C","G","C"
"U","G","C","H","G","G","B","F","B","C","C","G","C","H"
"U","F","C","U","G","U","H","U","U","B","B","N","C","C"
"U","G","G","B","G","G","B","F","G","G","B","C","C","B"
"U","F","G","F","G","G","A","G","F","F","C","H","C","C"
"U","G","G","B","G","U","G","H","G","B","C","G","C","U"
"U","G","G","B","G","G","B","A","B","C","B","C","C","C"
"U","G","G","C","G","G","G","G","B","B","B","F","C","C"
"U","F","C","B","G","G","H","F","B","B","C","N","C","C"
"U","G","C","F","G","G","A","G","B","F","C","G","C","C"
"B","G","C","B","G","G","G","G","B","C","C","G","C","C"
"U","G","G","B","G","U","B","A","B","B","B","N","C","U"
"F","G","C","C","G","G","B","G","B","C","C","C","G","C"
"U","G","C","B","G","G","A","F","H","B","C","H","C","G"
"B","G","G","B","G","G","B","H","B","F","B","H","G","B"
"U","G","C","B","G","G","G","H","B","F","B","H","C","B"
"B","G","C","B","G","G","A","G","B","C","B","G","C","C"
"B","G","C","B","G","C","H","A","F","B","C","G","C","C"
"B","G","G","G","G","G","A","H","B","C","C","G","C","H"
"U","G","C","B","G","G","U","C","B","C","C","G","C","C"
"U","G","G","B","G","G","B","H","B","B","B","F","C","C"
"U","G","G","C","G","G","H","G","B","F","C","H","G","B"
"B","G","C","A","G","C","H","C","B","B","B","F","G","C"
"U","F","G","B","G","G","H","A","B","C","C","N","C","U"
"U","G","G","B","G","G","B","G","F","G","B","H","C","C"
"U","G","C","B","G","G","A","H","B","B","C","H","C","C"
"B","G","C","B","G","G","A","G","H","B","B","F","C","C"
"U","F","G","B","C","G","G","F","B","F","B","C","C","H"
"U","F","G","B","G","G","B","H","B","F","B","F","G","B"
"U","F","G","B","C","G","B","F","H","F","B","C","C","B"
"U","F","C","B","C","G","H","A","B","G","B","C","C","H"
"U","G","C","B","G","G","A","H","B","F","C","C","C","C"
"U","F","C","U","G","U","A","U","B","C","B","N","C","C"
"U","F","G","B","G","G","G","A","U","C","B","H","C","C"
"B","G","C","A","G","G","A","H","H","C","C","G","C","C"
"U","C","G","G","G","G","B","F","B","B","B","H","C","C"
"U","G","C","B","G","G","A","F","H","G","B","H","C","C"
"C","G","G","G","G","G","G","F","B","C","C","H","C","G"
"U","U","U","U","G","U","U","U","U","C","B","N","C","U"
"B","G","C","G","G","G","C","G","B","C","B","F","C","G"
"G","G","G","B","G","G","A","C","B","B","B","F","G","C"
"U","F","G","B","G","U","U","A","B","C","C","H","C","C"
"B","F","C","B","G","G","B","G","H","C","B","F","G","B"
"C","G","G","B","C","G","B","H","B","F","B","F","C","G"
"A","G","G","B","G","G","G","F","B","C","C","G","C","C"
"U","G","G","B","G","G","G","H","B","B","B","C","C","B"
"B","G","C","B","C","G","A","G","B","C","B","F","C","C"
"U","G","C","B","C","G","H","A","B","G","B","N","C","G"
"U","U","U","B","G","U","U","A","U","B","B","F","C","C"
"U","F","G","B","G","G","H","A","B","F","B","C","G","C"
"U","C","G","B","G","G","B","F","B","F","B","C","G","B"
"B","F","G","B","G","G","G","A","F","C","B","H","C","U"
"U","U","U","U","G","U","U","U","U","C","G","N","G","B"
"U","G","G","B","G","G","B","F","B","G","B","H","C","B"
"U","G","C","G","G","G","H","C","B","G","C","C","C","U"
"U","G","C","B","G","G","H","H","B","C","C","G","C","U"
"U","F","G","B","G","G","B","H","B","F","B","N","C","G"
"G","G","C","G","G","G","A","G","B","F","B","F","C","C"
"B","G","G","B","G","G","H","A","F","C","B","F","C","C"
"U","F","C","B","G","G","A","A","B","F","C","H","C","C"
"B","G","G","B","G","G","B","H","H","C","B","F","G","C"
"U","C","G","B","G","G","U","A","U","B","B","C","C","H"
"B","G","C","B","G","G","H","G","F","F","B","H","G","C"
"U","C","G","B","G","G","G","F","B","F","C","G","G","U"
"U","G","C","B","G","C","H","H","B","B","B","F","G","H"
"U","G","G","G","C","G","H","G","B","B","B","F","G","B"
"G","G","G","A","G","G","A","G","B","G","C","F","C","C"
"B","G","C","B","G","G","H","H","B","C","C","G","C","C"
"U","G","G","B","G","G","H","F","B","B","B","C","C","C"
"U","G","G","B","G","G","B","G","B","G","B","C","G","C"
"U","U","U","U","G","U","U","U","B","B","B","N","G","U"
"G","G","C","B","G","G","A","G","B","B","C","G","C","C"
"U","G","G","C","G","G","G","G","B","B","B","G","G","B"
"B","G","G","B","G","C","H","A","B","C","B","G","C","C"
"B","G","C","B","G","G","A","C","B","C","C","G","C","C"
"B","G","G","B","G","G","B","G","H","C","C","F","C","C"
"U","G","G","B","G","G","G","H","B","C","C","F","C","C"
"U","F","G","B","C","G","U","A","B","F","B","C","G","C"
"B","F","C","B","G","G","B","F","C","C","C","G","C","U"
"B","G","C","F","G","G","H","H","F","F","B","F","G","B"
"U","C","C","B","C","U","U","A","U","B","B","H","C","C"
"U","F","C","B","G","U","A","A","B","B","B","C","C","C"
"B","G","C","G","G","G","H","G","B","F","C","G","G","C"
"B","C","C","B","G","G","C","H","U","F","C","C","G","H"
"U","F","C","B","G","G","B","H","B","C","B","C","C","B"
"B","G","C","B","G","G","A","H","B","G","C","G","C","C"
"U","C","C","U","C","U","C","U","B","C","F","N","C","U"
"U","G","C","B","G","G","A","H","H","B","C","F","C","G"
"U","G","C","B","G","G","H","A","U","B","C","N","G","B"
"A","G","G","G","G","G","G","H","H","C","C","G","C","C"
"B","G","G","B","G","G","G","H","B","C","C","G","G","C"
"U","F","C","B","G","U","U","A","B","B","C","H","C","U"
"U","F","C","B","C","G","H","A","B","G","B","N","G","C"
"U","G","C","C","G","G","B","G","B","B","C","G","C","C"
"B","F","C","F","C","G","G","H","B","F","B","F","C","B"
"U","G","G","B","G","G","G","F","B","C","C","H","C","C"
"U","F","C","B","G","G","A","F","B","G","B","C","C","B"
"B","G","G","B","G","G","A","F","B","C","B","F","C","G"
"U","G","G","F","G","G","A","G","B","G","C","F","G","G"
"U","G","G","B","G","G","G","A","B","C","C","G","C","C"
"U","C","G","B","C","G","H","F","B","G","B","C","G","C"
"U","G","C","B","G","G","A","A","U","B","A","C","C","C"
"B","G","C","G","C","G","H","H","B","F","C","F","C","G"
"U","F","G","B","G","U","U","H","B","C","C","H","C","U"
"U","F","C","B","G","G","A","F","B","G","B","F","C","C"
"B","G","C","C","G","G","B","H","B","F","C","G","G","C"
"U","G","C","B","G","G","H","H","B","G","B","H","G","C"
"U","G","G","B","G","C","G","F","C","C","C","G","C","G"
"A","G","G","B","G","G","G","F","B","C","B","F","C","C"
"U","F","C","B","G","G","B","F","B","C","C","G","C","U"
"U","G","C","A","G","G","H","H","B","B","C","G","C","C"
"B","F","C","B","G","G","B","G","B","F","B","H","G","H"
"U","G","G","B","G","G","B","F","B","G","B","C","G","H"
"U","F","C","B","G","G","B","A","B","B","B","C","C","C"
"B","G","G","B","C","G","A","C","B","F","B","C","C","C"
"U","G","G","C","G","G","B","F","B","B","B","H","C","G"
"U","G","G","B","G","G","G","H","B","C","C","G","C","C"
"U","F","G","C","G","G","G","F","A","C","B","F","C","H"
"U","G","G","B","G","G","H","G","G","C","C","G","C","C"
"U","F","G","B","G","G","U","H","B","F","B","H","G","H"
"U","G","G","B","G","G","A","G","B","F","B","F","C","H"
"U","F","G","B","G","G","B","A","U","B","B","C","C","U"
"G","G","C","B","G","G","B","F","B","C","B","H","C","B"
"U","F","C","B","G","G","B","H","A","F","C","G","G","C"
"U","G","G","B","G","U","G","F","U","C","C","H","C","U"
"B","G","C","B","C","G","G","H","B","G","B","F","C","U"
"U","G","G","B","C","G","H","H","B","G","B","F","C","C"
"U","C","G","B","G","G","H","A","B","G","C","H","C","C"
"U","G","C","B","G","U","A","A","B","C","C","N","C","C"
"U","G","G","B","G","G","G","F","B","G","C","F","C","C"
"U","G","G","B","G","G","H","H","B","G","C","G","C","C"
"B","F","C","C","G","G","B","H","A","B","B","F","G","G"
"B","F","G","B","C","G","H","H","B","F","B","C","C","G"
"U","C","C","B","G","G","B","H","B","B","B","H","C","C"
"U","G","C","B","G","G","H","F","B","G","C","H","C","U"
"G","G","C","B","G","G","U","G","B","G","B","G","C","C"
"B","G","C","B","G","G","A","F","B","B","C","H","C","C"
"U","F","C","B","G","G","A","G","B","F","B","F","G","C"
"B","G","C","F","C","G","B","G","H","F","B","H","C","B"
"B","G","G","B","G","G","C","H","A","G","C","G","C","C"
"U","G","C","B","G","G","H","H","A","G","B","F","C","C"
"U","G","C","G","G","U","H","A","B","C","C","N","G","U"
"U","U","U","B","G","U","U","A","U","C","C","H","C","U"
"U","G","C","B","G","G","A","A","B","G","B","F","C","H"
"U","G","C","G","G","G","H","G","F","F","B","F","C","C"
"B","G","C","B","G","G","C","A","B","F","B","H","G","C"
"U","G","C","B","G","G","H","A","G","F","C","H","C","G"
"U","F","G","B","G","G","G","F","B","F","B","C","G","C"
"U","F","G","B","G","G","C","A","B","G","C","N","G","C"
"U","G","G","B","G","G","H","F","B","B","C","G","C","U"
"B","G","C","A","G","C","H","H","B","B","B","H","C","C"
"U","G","C","B","G","G","A","H","B","G","B","H","C","G"
"U","F","G","B","G","G","U","A","U","G","B","N","C","C"
"U","F","C","B","G","G","B","F","B","G","B","H","C","C"
"U","F","G","C","G","C","G","H","B","C","C","G","C","G"
"U","F","C","B","C","G","A","H","B","F","B","C","C","C"
"U","F","C","B","G","G","A","G","B","G","B","C","G","C"
"H","G","C","B","G","G","U","A","B","C","C","G","C","B"
"U","G","C","B","G","G","B","H","B","G","C","H","C","B"
"B","G","C","B","G","G","A","F","B","B","C","G","C","G"
"U","F","G","B","G","U","C","A","B","B","C","H","C","C"
"B","G","C","G","G","G","A","G","B","B","B","F","C","B"
"U","F","G","B","G","U","H","A","B","C","C","H","C","U"
"B","G","C","B","G","G","A","G","B","B","B","F","G","G"
"U","G","G","B","G","G","G","F","B","G","B","F","C","H"
"U","G","G","B","G","G","G","H","A","B","B","F","C","B"
"U","F","C","B","C","G","A","A","B","F","B","H","G","C"
"U","F","C","B","G","G","B","A","B","F","B","C","G","B"
"B","G","C","B","C","G","B","G","B","C","C","C","C","B"
"U","G","G","B","G","G","G","F","B","G","C","F","C","C"
"U","C","G","U","G","G","B","U","B","G","B","N","C","C"
"U","G","C","B","G","U","U","A","B","C","B","N","C","U"
"U","F","G","B","G","C","B","A","U","C","C","N","C","G"
"U","U","U","B","G","U","U","A","B","H","B","H","C","C"
"U","G","C","A","G","G","H","H","B","C","B","F","C","C"
"U","F","G","B","G","G","H","C","B","F","B","C","C","G"
"B","G","G","B","G","G","H","H","B","F","B","F","G","C"
"U","F","G","B","G","G","G","A","B","F","B","C","G","H"
"C","G","G","F","G","G","H","H","B","B","B","H","C","C"
"U","F","C","B","G","U","U","A","B","B","B","H","C","C"
"B","G","G","C","G","G","H","G","B","G","B","F","C","C"
"U","G","C","B","G","G","A","F","B","B","B","F","C","C"
"U","F","G","B","G","G","B","A","B","B","B","F","C","C"
"U","G","C","B","G","G","A","G","H","C","C","G","C","C"
"U","C","C","B","G","G","C","G","B","C","C","F","C","C"
"U","F","C","B","G","U","A","A","B","C","C","N","C","U"
"U","G","G","B","G","G","B","A","A","F","B","H","C","B"
"U","G","G","B","G","G","G","A","B","F","C","H","C","G"
"U","G","G","B","C","G","A","C","B","F","C","H","G","U"
"B","G","C","B","G","C","C","A","B","B","C","H","C","C"
"U","G","C","B","G","G","A","H","B","C","C","G","C","C"
"U","F","G","B","C","G","B","F","B","F","C","C","C","C"
"B","F","C","B","G","G","H","G","B","G","C","G","C","C"
"B","F","C","C","G","G","H","H","B","G","C","G","G","G"
"U","G","G","B","C","G","A","H","B","B","C","G","C","H"
"B","G","G","B","G","G","A","G","B","C","B","F","C","C"
"B","G","C","B","G","G","U","G","B","G","C","F","C","C"
"B","G","G","B","G","G","A","A","B","B","C","G","C","H"
"B","G","G","B","G","G","A","F","F","F","B","F","G","G"
"U","F","C","B","C","G","G","A","B","F","B","H","C","B"
"B","G","C","B","G","G","A","H","B","C","C","G","C","C"
"B","G","G","F","G","G","B","H","A","C","B","G","C","G"
"B","G","C","B","G","G","B","G","B","F","B","F","C","C"
"U","G","C","B","G","C","A","A","B","G","B","H","C","C"
"B","G","C","B","G","G","A","G","B","G","B","F","C","C"
"U","G","C","B","G","G","A","A","B","G","B","C","C","B"
"C","F","G","B","G","G","G","F","G","C","B","F","C","C"
"U","F","G","U","G","U","H","U","B","F","B","N","C","C"
"B","F","G","B","C","G","B","A","B","C","B","N","C","C"
"U","F","G","B","G","G","G","A","B","C","B","H","C","C"
"G","G","G","G","G","G","G","H","B","G","C","G","C","C"
"U","F","C","B","G","G","A","F","B","G","B","N","C","C"
"B","G","C","G","G","G","A","G","H","B","C","H","C","C"
"U","G","C","B","G","G","G","G","B","G","C","F","C","H"
"U","G","C","B","G","G","U","A","B","C","C","G","C","G"
"U","G","G","B","G","G","B","A","G","G","B","H","C","C"
"B","G","G","B","G","G","B","B","B","F","B","H","C","C"
"B","F","G","B","G","G","H","A","B","B","B","N","G","H"
"G","G","G","B","G","G","H","A","B","F","B","C","C","C"
"U","U","U","U","G","U","U","U","U","F","B","N","G","C"
"B","F","C","A","G","U","H","G","H","F","C","H","G","G"
"U","U","U","U","G","U","U","U","U","F","A","N","G","U"
"U","F","G","F","G","G","C","H","B","F","C","C","C","B"
"U","F","C","B","G","U","G","A","B","F","B","C","C","C"
"B","G","G","B","C","G","A","G","B","B","C","G","C","G"
"B","G","C","B","G","G","F","F","B","G","C","G","C","G"
"U","F","C","B","G","G","B","A","H","C","B","H","G","B"
"B","G","G","C","G","U","G","H","B","G","C","F","C","C"
"U","G","C","B","C","G","A","H","A","C","C","H","C","C"
"U","G","G","B","G","G","G","G","B","C","C","G","C","C"
"U","G","C","B","C","G","G","F","B","F","C","F","C","B"
"U","F","C","B","G","G","A","H","B","G","B","C","C","C"
"B","G","G","G","G","G","B","G","B","C","C","G","C","C"
"U","F","C","U","G","U","A","U","B","B","B","N","C","U"
"U","F","G","B","G","G","H","F","B","F","B","C","G","C"
"U","G","C","H","C","G","B","H","C","F","C","H","C","C"
"U","G","G","B","G","G","G","F","B","B","B","C","G","C"
"U","U","U","U","G","U","U","U","U","G","B","N","G","C"
"U","G","C","A","C","G","F","G","B","C","B","F","G","G"
"U","F","G","B","G","G","A","H","B","G","B","H","G","H"
"U","F","C","B","G","G","H","A","B","C","C","G","G","C"
"U","G","G","A","G","G","C","G","B","F","C","G","G","H"
"U","F","G","H","G","G","H","G","B","B","C","H","C","B"
"B","G","C","B","G","G","A","G","B","C","C","F","C","U"
"U","G","C","B","G","G","A","H","B","G","B","C","C","B"
"B","G","C","B","G","C","H","G","H","B","B","H","C","C"
"U","G","C","A","G","G","C","F","B","G","C","F","C","C"
"U","F","G","B","G","U","B","F","U","B","B","N","G","C"
"C","G","G","A","G","G","B","G","G","G","C","G","C","G"
"U","G","C","G","G","G","H","B","B","C","C","G","C","C"
"U","G","G","C","G","G","A","F","B","G","B","F","G","C"
"B","G","G","B","G","G","B","F","B","F","B","H","C","B"
"B","G","G","B","G","G","A","H","B","C","C","G","C","C"
"U","C","G","B","G","G","B","F","U","B","B","N","G","C"
"U","G","C","B","G","G","H","A","B","G","C","H","C","C"
"C","C","G","B","G","G","G","A","B","F","C","G","C","C"
"B","G","C","B","G","G","A","H","G","F","B","F","G","C"
"B","G","G","B","G","G","H","F","B","G","B","F","C","C"
"U","G","C","B","G","G","B","A","B","G","B","C","C","C"
"U","G","C","B","C","G","H","H","H","B","B","F","C","C"
"G","F","C","A","G","G","H","C","B","F","C","F","C","C"
"U","G","G","B","G","G","A","A","B","F","B","C","G","C"
"B","G","C","H","G","G","B","H","C","G","C","G","G","C"
"B","G","C","B","G","G","B","F","H","B","B","H","C","C"
